,版次,日期,Segmented_Content
398,第2版,1946-05-27,灾难 人们 新辉 获 国军 侵占 区 剪影 柳敏 随着 侵入 豫北 国民党 军队 豫北 人民 和平 自由 生活 随入 黑暗 苦海 当 这批 队伍 侵入 新乡 辉县 获嘉 一带 解放区 时 早为 人民 宣判 死刑 敌伪 奴役 制度 大乡制 统治 人民 封建 镣铐 保甲 制 连坐法 首先 恢复 起来 每个 大乡 联保 下面 养肥 一批 地痞流氓 狗腿 恶霸 组织 起来 特务 武装 配合 内战 进攻 国民党 军队 真像 一群 凶暴 豺狼 破坏 各村 人民 自己 选举 民主 政权 以及 群众 自己 团体 特别 领导 群众 翻身 农会 民兵 更是 残酷 血洗 对象 半年 多来 人民 所受 灾难 再也 无法 统计 仅据 辉县 九个 村 获嘉 四个 村 一月 完全 调查 二十八 位 农民 遭 惨杀 其中 两人 妇女 辉县 大赞 城村 村公所 书记 砍 去 两臂 最后 枪杀 一位 营村 陈月田 陈照典 母亲 国民党 特务 黑 枪手 残酷 勒死 把 尸体 投入 井底 为何 如此 仇恨 呢 因为 前者 农会 会员 曾经 领导 农民 坚决 反对 过 汉奸 后者 因为 抗属 遭遇 最惨 南小营 民兵 郭凤得 抗战 期间 领导 全村 反 特务 反 汉奸 英雄 现在 汉奸 特务 成 中央 贵人 郭凤得 老婆 便 因 活埋 郭 家产 房屋 亦 全部 没收 残酷 血洗 恐怖 继续 加诸 占领区 人民 新乡 获嘉 辉县 地 每个 村镇 千千万万 人民 脸上 愁容 所 笼罩 保甲 制 窒息 想 逃走 吧 连锁 法 封锁 住 最近 国民党 发行 一种 统治 严密 国民 身份证 谁 没有 佩带 身份证 谁 认为 奸匪 遭到 杀害 其中 最使 奇怪 很多 地区 农民 仍 佩带着 敌人 发给 良民证 稍为 不同 只是 良民证 新 加盖 一个 国民党 党徽 这些 自命 救民 军队 没有 顾及 人民 和平 渴望 恰 相反 从 侵入 解放区 第一天 起 即用 刺刀 强逼 人民 大肆 修筑 内战 碉堡 从 新乡 顺着 平汉路 北走 曾 人民 平毁 许多 敌伪 碉堡 一一 修筑 起来 有些 地方 更增 两三倍 每隔 一里 半远 一个 淇县 城关 三月 内 增修 十二个 新 碉堡 东坊 店 添修 四个 郜村 添修 五个 辉县 峪河 附近 大小 碉堡 即筑 十五个 至 三十个 之多 随着 内战 工事 碉堡 修筑 派 砖 派 坯 派夫 派 木料 条子 像 乱箭 一样 恶毒 射 渴望 和平 人民 身上 汲县 城郊 伯玉乡 一个 六十二 户 人家 村庄 两天 内 强派 砖坯 两万块 泥木 工匠 十三名 民夫 一百名 大梁 檩条 十三根 木板 四十块 木柴 一万斤 军麦 二千五百 斤 派款 十万元 从此 人民 忙 得 喘 不过 气来 只见 农民 可爱 土地 碉堡 工事 迅速 增多 获嘉 峪 屯 贫农 栗凤群 四亩 赖以为生 菜园 碉堡 壕沟 所 占 住 姚屯 三顷 良田 三十余 户主 人因 失掉 家园 更 多 村庄 民房 砖头 以及 村庄 附近 树木 更是 抢征 一光 从辉 峪 河东 行 数十里 平原 再 看不见 砖房 绿树 当地 一首 民谣 真是 灾难 人民 深刻 写照 砖头 捐光 啦 树木 锯光 啦 男人 支光 啦 土地 全荒 啦 抗战 胜利 解放区 千千万万 和平 人民 正 开展 大 生产 运动 大兴土木 迅速 恢复 八年 战争 创伤 可是 生活 碉堡 格子 网内 新 获辉 人民 胜利 却 并未 带给 什么 守望 碉堡 内 国军 散布 各地 特务 使 仍然 享受 战争 期间 一样 苦难 每天 国军 却 要 下乡 清乡 盘查 土匪 但是 经过 清查 人家 好象 遭遇 过 日寇 扫荡 一样 一切 粮食 财物 洗劫 一光 辉嘉滑 木村 一家 大户 国军 清乡 三个 骡子 牵走 大儿子 绑票 八里 村 一位 小贩 七 万元 法币 清 缴 中堂 村 五个 拉煤 老乡 煤 抢走了 五人全 枪毙 清乡 那里 妇女 们 遭受 空前 浩劫 据 获嘉 四区 九个 村 调查 良家妇女 很少 国军 侮辱 大户 周 家财 家 闺女 媳妇 十余 国军 全家 男人 赶出 实行 轮奸 中农 唐保富 之妻 家里 住 国民党 八十五 军 一排 士兵 每天晚上 这位 良家妇女 遭受 惨无人道 轮奸 一次 包分庙 八十五 军 更 异想天开 假装 开会 为名 结果 会场 十一位 青年 妇女 便 拉走 清乡 国军 皇军 一样 有着 捕鸡 兴趣 经常 三五成群 去 捕捉 老百姓 鸡子 一次 张家 屯 曾 碰 一排 八十五 军 士兵 正 胜利 归来 每人 枪尖 挂 三五 只肥 鸡 再 走近 村一看 老百姓 院里 墙上 还 散布 拿 刀 执棍 士兵 整个 村里 吓 得 鸡飞狗跳 贫农 王玉兴 三只 下蛋 母鸡 便 一拥 抢光 气得 全家 大哭 半天 此外 格子 网 内 还 流行 四多 那 就是 特务 黑枪 多 破鞋 多 赌博 多 大烟 料子 多 民间 有首 歌谣 描写 这种 世道 国军 皇军 一个样 抢来抢去 一齐 光 吃 胖 百姓 遭 饥荒 走遍 豫北 国军 侵占 区 各地 各种 不同 阶层 人们 对 国民党 军队 感到 极大 失望 极切 盼望着 八路军 民主 政府 因为 苛重 负担 使 再也不能 生活 新乡 方台村 穷苦 抗属 阎春荣 民主 政府 时 完全 负担 现在 一月 负担 修 炮楼 粮 五斗 五升 捐款 七千元 辉县 小 占 城中 农朱 法君 十一口 种 二十三 亩 地 对 民主 政府 两季 负担 粮共 五斗 交 国民党 军派 粮 即达 五石 获嘉 方台村 富农 袁清玉 种 五十亩 地 喂 三头 牲口 去 夏收 粮 二十三 石 征派 二十 石 二斗 占 全年收入 百分之八十 其他 因 强征 不能 生活 者 那 简直 太 多 但是 经过 八年 战争 锻炼 人民 再 不是 绵羊 知道 争取 自己 和平 自由 早日 实现 应 如何 坚定 不屈 进行 斗争 这种 人民 力量 将会 把 统治 人民 一切 锁链 打 得 粉碎 现在 这些 地区 无法 生活 人民 广泛 开展 抗差 抗征 怠工 修堡 运动 各种 不同 阶层 渴望 喊 出 自己 希望 富户 们 想 八路 盼 八路 八路 少 出赋 最 广大 劳动 人民 想 八路 盼 八路 八路 能 减租 罪恶 内战 使 不愿作 炮灰 国民党 士兵 厌战情绪 更加 高涨 一个 风清月明 晚上 获嘉 国民党 碉堡 线上 一个 南方 口音 哨兵 凄切 哼 意味深长 小调 月儿 湾湾长 长 家乡 南方 当兵 原是 打 日本 谁知 开到 内 战场 当炮灰 打 内战 丧掉 良心 事儿 干 当炮灰 打 内战 丧掉 良心 事儿 干
399,第2版,1946-05-26,吕梁 领导 生产 得力 晋中 平川 消灭 蝗患 修水利 可 灌田 六十 万亩 文水 县 植棉 超过 战前 兴县 二十三日 今年 吕梁 区 春耕 大 生产 由于 领导 得力 办好 三件 大事 修浚 贯串 晋中 平川 文水 汾阳 平遥 介休 文峪河 汾河 工程 包括 退水 防止 决口 浇地 大功告成 共 灌地 六十 万亩 超过 原 计划 将近 一倍 二 晋中 平川 地区 动员 十余万 群众 刨 卵 灭蝻 使蝗 患未致 蔓延 敌伪 统治 时 该区 蝗灾 严重 据 文水 汾阳 平遥 三县 一百四十 余村 统计 被害 田地 达 一百三十 万亩 损失 粮食 六十万 石 以上 现蝗 祸 已告 肃清 三 晋中 平川 地区 文水 平遥 介休 汾阳 阳曲 清源 县 现 棉田 超过 战前 水平 且 全部 捉苗 该 地区 原 山西 有名 产棉区 敌 占 时期 棉田 减少 十分 九 民主 政府 恢复 此项 巨大 棉田 曾 大量 贷粮 贷款 调剂 棉田 棉籽 群众 这些 事情 阎锡山 统治 几十年 日本鬼子 占 七八年 没有 做 共产党 八路军 半年 内 做好
400,第2版,1946-05-28,运粮 救济 平津 粮荒 遭 国民党 军 拦劫 河间 二十一日 冀中 行署 恪守 四月 十一日 北平 成立 解救 平津 粮荒 协议 平津 两地 运出 麦米 达 一百五十万 石 目前 虽值 春忙 但 民主 政府 解决 平津 两地 人民 生活 急需 虽河 浅 不能 行船 仍 大车 运送 国民党 军反 横行 阻扰 新乐 长寿 附近 月 下旬 冀中 民主 政府 准备 运送 粮食 二十余 车 抢 去 打死 村干部 一人 捕去 村干部 二人 群众 四十余 派 特务 监视 检查 运粮 代表 运粮 车辆
401,第2版,1946-05-25,政民 人员 退休 仍能 各得其所 边府 规定 退休 办法 本报讯 边区 政府 妥善 照顾 政民 人员 退休 能 安家 生产 各得其所 各尽所能 特 颁发 政民 工作人员 退休 办法 其 要点 如 次 政民 人员 退休 时 应 按 其 参加 工作 年限 长短 发给 生产 补助 粮 其 标准 数目 规定 如下 参加 工作 半年 至 一年 者 发给 小米 一百三十斤 一年 零 一个月 者 发给 小米 一百三十 七斤 每增 一月 增发 七斤 三年 者 发给 小米 三百 二 十二斤 三年 零 一个月 者 发给 小米 三百 三 十五斤 每增 一月 增发 十三斤 八年 者 发给 小米 一千二百 三 十二斤 八年 以上者 可 斟酌 情形 发给 小米 一千三百 斤 至 一千六百 斤 二 政民 人员 工作 年限 连续 服务 计算 因 病 休养 者 不以 工作 中断 论 部队 转入 政民 机关团体 者 其 部队 工作 年限 应 计算 在内 三 凡 复员 退休 之政民 人员 除 发给 生产 补助 粮及 复员 退休证 外 应 按 路途 远近 其 供职 机关 发给 回乡 路费 粮票 菜金及 退休 前 应领 服装 鞋 袜 其 路程 每日 按 六十里 计算 路远 适用 粮票 者 折发 粮款 生产 补助 粮由县 以上 政府 核发 从 社会 事业费 内 报销 如系 转业 者 只发 转业 证 不发 生产 补助 粮 四 政民 人员 抗战 因 战争 负伤 以致 残废者 对 其 安置 声援 照 荣誉军人 安置 优恤 暂行条例 处理 其 家属 贫寒 无 劳动力 者 按政民 人员 贫寒 家属 救济 办法 酌情 救济
402,第2版,1946-05-21,山地 平原 雨水 调匀 边区 洋溢 丰年 景象 若干 地区 小麦 发现 黄疸 收成 可能 稍减 邯郸 入春 以来 各地 雨水 调匀 夏收夏种 均 可 适时 进行 抗战 以来 从 所 未有 丰年 景象 洋溢 全区 三千万 农民 笑脸 太岳 解放区 自 春耕 以来 已普落 透雨 四次 全区 五千 万亩 麦苗 长得 特别 茁壮 出穗 甚为 饱满 今后 如 无 风暴 灾害 麦收 可望 十成 河北 冀南 首府 邯郸 平原 冀南 中心区 威县 南宫 临清 县 因 春夏 雨水 充足 夏收 当比 抗战 以来 任何 一年 丰裕 据 经验 农民 谈 今后 如 不下雨 麦子 亦可 丰收 好 地 每亩 最少 可打 一石 中等 地可收 六斗 平均 每亩 至少 可 收 八大 斗 邯郸 出发 驱车 南行 沿成安 大名 驶入 冀鲁豫 平原 东之 南乐 清丰 濮阳 巨野 嘉祥 县 以及 素称 华北 谷仓 济宁 平原 时 广阔 田野 全为 旺盛 夏麦 所 遮盖 今年 这一 地区 收成 更当 甚于 邯郸 平原 因 山地 太行 新老 解放区 今年 麦收 因 雨水 调顺 产量 超过 战争 期间 任何 一年 该区 长治 潞城 壶关 黎城 襄垣 平顺 县 往年 种麦 面积 大 去年 民主 政府 积极 帮助 领导 下 种麦 面积 飞速 扩展 至 耕地面积 百分之三十 今年 麦苗 茂盛 三十年 所 未有 预计 每亩 麦收 可打 一石 六斗 但 若干 地区 小麦 现 开始 发现 黄疸 收成 可能 受 若干 影响 兴奋 情绪 正 鼓舞 农民 们 积极 下 种 准备 第二个 丰收 太行 种棉 一百五十余 万亩 太岳 沁县 二 区 种棉 五千 余亩 推种 金 皇后 两千 一百 余亩 冀南 冀鲁豫 等区 夏种 亦 普遍 进行 现 秋苗 适时 出土
403,第1版,1946-05-27,怀远 国民党 军 开枪 行凶 无辜 师生 血染 涡河 国民党 军强 拉 校工 搬运 货物 怀中 师生 据理 交涉 惨遭 枪杀 延安 二十三日 安徽 怀远 通讯 此间 发生 国民党 军队 公然 枪杀 学生 大 惨案 本月 八日下午 省立 怀远 中学 全体师生 前往 涡河 北岸 大王 庙 搬运 砖瓦 恰遇 军政 部驻 怀远 第十二 防毒 大队 所有 大船 一只 靠岸 船上 士兵 上岸 强拉 怀中 校工 搬货 该校 师生 上前 据理 交涉 不料 该队 官员 竟 鸣枪 示威 该校 军训教官 学生 多人 捆绑 浸入 河内 灌水 凌辱 备至 该队 原驻 城内 士兵 三十余名 闻讯 荷枪 赶来 纷向 该校 师生 开枪 射击 数十分钟 始由 该队 分队长 胡中桂 率领 高唱 小 调回 营 计 学生 袁 永锡 当场 击毙 命 弹入 胸中 命在旦夕 其余 轻伤 落水者 阮 振华 李 广义 多 事后 该校 师生 立即 发表 宣言 对此 惨绝人寰 暴行 表示 严重 抗议 要求 惩办 凶手 保障 人身自由 附近 各校 学生 各界人士 莫不 切齿痛恨 发起 声援 运动 同时 纷纷 捐款 唁恤 死伤 学生
404,第1版,1946-05-27,英国下院 通过 法案 煤矿 电讯 设备 国有 延安 二十三日 伦敦 英 下院 二十 二十一 两日 通过 煤矿 海底 电报 无线电 设备 国有化 法案
405,第2版,1946-05-16,冀鲁豫 行署 对 国民党 堵口 阴谋 通电 全国 为民请命 倘 国民党 仍 悔悟 决 奋起 筑堤 自救 荷泽 十二日 冀鲁豫 行署 国民党 反动派 决心 放水 淹溺 全区 人民 顷特 为民请命 致电 全国 发出 紧急 呼吁 原电 如下 中共 毛主席 民主 同盟 张 主席 政协 小组 委员会 联合国 救济 总署 各省 市县 参议会 各地 冀鲁豫 三省 同乡会 各法团 暨 全国同胞 公鉴 黄河 归故 倡议 以来 本区 沿河 各县 群情 惊骇 本府 除 多方 抚慰 外 派 代表 黄 委会 交涉 驻 开封 商谈 黄 委会 勘察 团 勘察 四月 十五日 明确 决议 先浚 河复堤 而后 堵口 荷泽 协议 讵 当本府 方面 按照 协议 进行 准备 工作 之际 国民党 当局 首先 指使 中央社 造谣 故意 歪曲 协议 内容 继则 限令 黄 委会 加紧 堵口 现 积极 准备 合龙 放水 此 目前 国民党 积极 准备 重新 挑起 内战 密切 有关 实为 国民党 冀鲁豫 进攻 军事 阴谋 一部分 逼使 全边 约 一千二百万 人民 重 罹 内战 洪水 惨祸 本 府 为民请命 除 再 派 代表 国民党 当局 黄 委会 委曲求全 继续 商谈 外 全国 发出 诚恳 紧急 呼吁 敢 请 各 民主 政党 法团 各地 冀鲁豫 三省 同乡会 各界 正义 人士 冀鲁豫 边区 一千二百万 人民 生命 计 制止 内战 维护和平 计 共同 急起 采取有效 办法 制止 国民党 反动派 此种 祸国殃民 阴谋 毒计 本府 决 率领 全区 人民 誓死 力争 荷泽 协议 实现 倘 国民党 当局 仍 默然 悔悟 本区 人民 不甘 坐待 淹毙 决 奋起 筑堤 挡水 自救 实逼处此 难以 缄默 特此 电闻 冀鲁豫 行署 主任 董君毅 副 主任 贾心 斋 叩 荷泽 十二日 冀鲁豫 日报 八日 动员 起来 筑堤 自救 为题 著论 略称 规定 先复 堤 堵口 荷泽 协议 中国 水利工程 师 解放区 政府 实地 勘察 所得 公正 结论 正确 方针 因而 取得 解放区 广大 人民 拥护 但 国民党 当局 计划 却 真正 相反 不仅 想 黄灾 加诸 解放区 人民 身上 更想 巧妙 地加 罪于 解放区 政府 能 故意 阻挠 罪名 掩饰 其 罪恶 现 国民党 正在 策划 一个 巨大 军事 阴谋 策划 随 黄水 之汜滥 解放区 大举进犯 不能 麻痹 要 认清 毒辣 阴险 流氓 成性 国民党 当局 什么 事 干得 出来 事情 已经 非常 明白 国民党 当局 现正 加紧 进行 花园口 堵口 工程 就要 用 黄河 淹死 华北 解放区 军民 只有 实行 自救 要 阻 水北 全 边区 人民 不问 贫富 男女老幼 一齐 动员 起来 筑堤 自救 不让 黄水 浸入 时间 已经 非常 迫切 号召 全区 人民 紧急 动员 起来 只有 筑堤 自救 才 出路 要求 全国同胞 全世界 人士 主持正义 制止 国民党 当局 毒辣 阴谋 立即 停止 堵口 执行 荷泽 协议
406,第1版,1946-05-31,各地 我军 释放 俘虏 阎军 继续 疯狂 抓丁 临沂 二十八日 新四军 军部 山东 军区 司 全部 胶东 渤海 鲁中 各军区 大批 释放 自卫 战中 所 俘 国民党 军 官兵 据 完全 统计 释放 七百 九十八名 内 将官 一名 校官 一百二十六 名 尉官 三百 二十五 名 兴县 二十七日 吕梁 军区 二十二 二十三 两日 第二批 释放 自卫战争 俘虏 阎方 官佐 三十七 名 返回 原部 其中 大多数 系 四十二 四十九 师之尉级 军官 兴县 二十八日 阎锡山 继续 疯狂 抓丁 群众 相率 逃避 截至 目前 止 仅 文水 汾阳 方山 一带 收容 阎区 逃来 难民 逾 三千余 民主 政府 正妥 安抚 晋中 平川 各地 流行 下列 民谣 水往 低 处流 人往 恩处 走 咱们 要 想活 只有 跟 八路 阎区 群众 扶老携幼 投奔 解放区 者 日众
407,第2版,1946-05-24,顽伪 积极 布置 武装 抢麦 军民 应急 起 保卫 夏收 本报 邯郸 麦收 将近 顽 伪军 开始 调动 兵力 布置 抢掠 解放区 麦收 十五日 阎顽由 太原 榆次 分 三路 晋中 产麦区 突进 一路 四百余 曾 包围 榆次县 府 驻地 南庄 捉 去 干部 九人 到处 声称 只要 麦子 消灭 共匪 有把握 旋 进占 我北席 村 另 一路 八百余 占 北格村 第三路 包围 张庄 占 永康 村 自 白晋 线奉 阎锡山 命令 调往 正太 线 十三 团已 进至 平定 现在 准备 抢麦 就绪 集中 榆次 一带 部队 阎锡山 称之为 晋中 区 抢 机动 部队 同蒲线 进驻 洪洞 以东 李堡 阎军 保卫 麦收 口号 下 连日 解放区 四周 董寺 周壁 冯堡 捕杀 青年 边沿 区 流行 一个 民谣 辛苦 盼 八年 多 和平 中间 出 妖魔 讲 团结 民主 刀 人民 头上 搁 东西 抓去 捉 今年 麦好 割 害 得 真难活 平汉 方面 豫北 国民党 军 亦 把 八年 抢麦 老手 李英 伪军 安阳 调 至 安东 冯宿 地 王自全 赴 新乡 请示 现亦 集中 安阳 西北 辛店 集 按此 情况 今年 保卫 夏收 战斗任务 已经 十分 严重 紧迫 摆在 解放区 人民 面前 各地 军民 应该 及早 作 充分准备
408,第1版,1946-05-29,徐州 兵拥 如山 还乡 难民 流浪 街头 物价飞涨 商业 萧条 延安 二十五日 徐州 目前 徐州 真是 兵山 一座 徐州 周围 集中 国民党 大军 城内 军人 世界 民房 不是 成 军火库 成 兵舍 逃难 还乡 同胞们 只好 流浪 街头 因此 徐州 除了 军人 多 之外 便是 难民 多 国民党 军队 完全 接收 日寇 统治 办法 人民 碰见 哨兵 要 敬礼 黄包车 碰见 吉普车 要 停下 表示 尊敬 戏院 被迫 优待 军人 一律 半价 老乡 们 敢怒不敢言 所有 物价 天天 涨 麦价 达 一万五千元 一袋 人民 生活 困苦 已达 极点 故 市场 十分 萧条 许多 大 百货商店 每天 收入 不过 几万元 因此 大家 准备 关门 夜间 徐州 一座 黑色 死城 十一时 以后 人民 无法 通行
409,第2版,1946-05-18,利民 煤矿 职工 红五月 发明 多 晋冀鲁豫 总 分社 峰峰 利民 煤矿 职工 新近 发动 五月 大 生产 运动 已有 几种 发明 第一种 铁工 班长 赵金清 同志 经过 苦心 研究所 发明 一种 简便 电焊机 制法 只用 二斤 半 火碱 二斤 食盐 溶化 水里 使 电气 通过 其 效能 电焊机 一样 第二种 经过 张 厂长 班长 姚文庆 同志 共同 研究 把 六尺 旋床 改制 八尺 旋床 能 修理 稍大 机器 第三种 电气 厂 王国 荃 同志 发明 修 灯泡 办法 过去 电灯泡 金属 活头 螺丝 挂钩 掉下来 不能 用 王 同志 研究 用 细砂 子 皮胶 鳔胶 三种 东西 合成 软膏 粘 以后 晾干 非常 坚固耐用 从前 电灯泡 外部 导线 断 便 以为 坏 王 同志 把 软性 导线 保险丝 接连 断处 再用 粗硬 导线 连结 金属 活头 然后 用 自制 软膏 粘头 十分 耐用 职工 同志 们 这些 发明 保证 五月 大 生产 顺利完成 高度 生产 热情 下 正在 继续 研究 各种 技术 要 发明 更 多 东西
410,第1版,1946-05-27,美 总统 贷款 方针 金元 赢得 政治 作用 延安 二十四日 海航 据 联合社 十二日 电称 杜鲁门 总统 正拟 美元 换取 美国 政治 目的 美国 原拟 借给 波兰 九 千万美元 但 现已 告 停止 据说 要求 波兰政府 是否 有意 实行 所 允许 政治 自由 同时 美 财长 文森及 法国 代表 勃鲁姆 正在 进出口银行 谈判 可望 于本周 内 决定 放出 六亿五千万 美元 加上 战争 物资 及其 贷款 共达 二十二 亿美元 但 此项 借款 发放 时间 当使 其 对 法国 六月 间 大选 发生 最大 作用 官场 方面 否认 美国 这样 做 企图 借此 借款 宣布 增强 法 外长 比 道尔 人民 共和 运动 及勃鲁姆 社会党 大 选举 地位 共产党 相 对抗 至于 中国 而论 五 亿美元 借款 亦 其 直接 政治 作用 此项 借款 本 进出口银行 备款 以待 准备 付出 现在 却 暂停 未放 因为 据说 杜鲁门 赋予 马歇尔 特使 否决权 以便 特使 华 便宜行事
411,第1版,1946-05-28,国民 大会党 坚持 印度 立即 独立 对 英阁 使团 计划书 迄未 接受 延安 二十四日 新德里 印度 国民 大会党 回教 同盟 对 英阁 使团 计划书 迄今 未 表示 接受 国大党 执行 委员会 举行 四次会议 但 未 发表声明 甘地 国大党 执委会 对英 计划书 意见 英阁 使团 进行 两次 商讨 据 合众社 记者 报导 国大党 方面 要求 立即 宣布 印度 独立 立即 撤退 英军 临时政府 应为 实际上 自由 政府 不得 受 任何 束缚 据称 这些 要求 英方 所 拒绝 另外 国大党 主张 联省 集团 应 基于 自愿 基础 不应 如 英方 建议 开始 即带 强迫性 藩邦应 无条件 服从 中央政府 国大 领袖 描述 英方 计划 期票 值不值 钱 全视 是否 诚意 基础 如非 出于 诚意 则 期票 亦可 撕毁 承认
